,borsa,idSottostante,cod_TradingClass,moltiplicatore,scadenza,strike,cod_tradingClass,motliplicatore
1722,SMART,265598,,,20190719,290.0,AAPL,100
1723,SMART,265598,,,20190719,295.0,AAPL,100
1724,SMART,265598,,,20190719,300.0,AAPL,100
1725,SMART,265598,,,20190719,305.0,AAPL,100
1726,SMART,265598,,,20190719,310.0,AAPL,100
1727,SMART,265598,,,20190719,315.0,AAPL,100
1728,SMART,265598,,,20190719,320.0,AAPL,100
1729,SMART,265598,,,20190719,325.0,AAPL,100
1730,SMART,265598,,,20190719,330.0,AAPL,100
1731,SMART,265598,,,20190719,335.0,AAPL,100
1732,SMART,265598,,,20190719,340.0,AAPL,100
1733,SMART,265598,,,20190719,345.0,AAPL,100
1734,SMART,265598,,,20190719,350.0,AAPL,100
1735,SMART,265598,,,20190719,355.0,AAPL,100
1736,SMART,265598,,,20190719,360.0,AAPL,100
1737,SMART,265598,,,20190719,365.0,AAPL,100
1738,SMART,265598,,,20190719,370.0,AAPL,100
1739,SMART,265598,,,20190719,375.0,AAPL,100
1740,SMART,265598,,,20190719,380.0,AAPL,100
1741,SMART,265598,,,20190719,385.0,AAPL,100
1742,SMART,265598,,,20190719,390.0,AAPL,100
1743,SMART,265598,,,20190719,395.0,AAPL,100
1744,SMART,265598,,,20190719,400.0,AAPL,100
1745,SMART,265598,,,20190719,405.0,AAPL,100
1746,SMART,265598,,,20190719,410.0,AAPL,100
1747,SMART,265598,,,20190719,415.0,AAPL,100
1748,SMART,265598,,,20190719,420.0,AAPL,100
1749,SMART,265598,,,20190719,425.0,AAPL,100
1750,SMART,265598,,,20190118,2.5,AAPL,100
1751,SMART,265598,,,20190118,5.0,AAPL,100
1752,SMART,265598,,,20190118,7.5,AAPL,100
1753,SMART,265598,,,20190118,10.0,AAPL,100
1754,SMART,265598,,,20190118,12.5,AAPL,100
1755,SMART,265598,,,20190118,15.0,AAPL,100
1756,SMART,265598,,,20190118,17.5,AAPL,100
1757,SMART,265598,,,20190118,20.0,AAPL,100
1758,SMART,265598,,,20190118,22.5,AAPL,100
1759,SMART,265598,,,20190118,25.0,AAPL,100
1760,SMART,265598,,,20190118,30.0,AAPL,100
1761,SMART,265598,,,20190118,35.0,AAPL,100
1762,SMART,265598,,,20190118,40.0,AAPL,100
1763,SMART,265598,,,20190118,42.5,AAPL,100
1764,SMART,265598,,,20190118,45.0,AAPL,100
1765,SMART,265598,,,20190118,47.5,AAPL,100
1766,SMART,265598,,,20190118,50.0,AAPL,100
1767,SMART,265598,,,20190118,55.0,AAPL,100
1768,SMART,265598,,,20190118,60.0,AAPL,100
1769,SMART,265598,,,20190118,65.0,AAPL,100
1770,SMART,265598,,,20190118,70.0,AAPL,100
1771,SMART,265598,,,20190118,75.0,AAPL,100
1772,SMART,265598,,,20190118,80.0,AAPL,100
1773,SMART,265598,,,20190118,85.0,AAPL,100
1774,SMART,265598,,,20190118,90.0,AAPL,100
1775,SMART,265598,,,20190118,95.0,AAPL,100
1776,SMART,265598,,,20190118,97.5,AAPL,100
1777,SMART,265598,,,20190118,100.0,AAPL,100
1778,SMART,265598,,,20190118,105.0,AAPL,100
1779,SMART,265598,,,20190118,110.0,AAPL,100
1780,SMART,265598,,,20190118,115.0,AAPL,100
1781,SMART,265598,,,20190118,120.0,AAPL,100
1782,SMART,265598,,,20190118,125.0,AAPL,100
1783,SMART,265598,,,20190118,130.0,AAPL,100
1784,SMART,265598,,,20190118,135.0,AAPL,100
1785,SMART,265598,,,20190118,140.0,AAPL,100
1786,SMART,265598,,,20190118,141.0,AAPL,100
1787,SMART,265598,,,20190118,142.0,AAPL,100
1788,SMART,265598,,,20190118,143.0,AAPL,100
1789,SMART,265598,,,20190118,144.0,AAPL,100
1790,SMART,265598,,,20190118,145.0,AAPL,100
1791,SMART,265598,,,20190118,146.0,AAPL,100
1792,SMART,265598,,,20190118,147.0,AAPL,100
1793,SMART,265598,,,20190118,148.0,AAPL,100
1794,SMART,265598,,,20190118,149.0,AAPL,100
1795,SMART,265598,,,20190118,150.0,AAPL,100
1796,SMART,265598,,,20190118,152.5,AAPL,100
1797,SMART,265598,,,20190118,155.0,AAPL,100
1798,SMART,265598,,,20190118,157.5,AAPL,100
1799,SMART,265598,,,20190118,160.0,AAPL,100
1800,SMART,265598,,,20190118,162.5,AAPL,100
1801,SMART,265598,,,20190118,165.0,AAPL,100
1802,SMART,265598,,,20190118,167.5,AAPL,100
1803,SMART,265598,,,20190118,170.0,AAPL,100
1804,SMART,265598,,,20190118,172.5,AAPL,100
1805,SMART,265598,,,20190118,175.0,AAPL,100
1806,SMART,265598,,,20190118,177.5,AAPL,100
1807,SMART,265598,,,20190118,180.0,AAPL,100
1808,SMART,265598,,,20190118,182.5,AAPL,100
1809,SMART,265598,,,20190118,185.0,AAPL,100
1810,SMART,265598,,,20190118,187.5,AAPL,100
1811,SMART,265598,,,20190118,190.0,AAPL,100
1812,SMART,265598,,,20190118,192.5,AAPL,100
1813,SMART,265598,,,20190118,195.0,AAPL,100
1814,SMART,265598,,,20190118,197.5,AAPL,100
1815,SMART,265598,,,20190118,200.0,AAPL,100
1816,SMART,265598,,,20190118,202.5,AAPL,100
1817,SMART,265598,,,20190118,205.0,AAPL,100
1818,SMART,265598,,,20190118,207.5,AAPL,100
1819,SMART,265598,,,20190118,210.0,AAPL,100
1820,SMART,265598,,,20190118,212.5,AAPL,100
1821,SMART,265598,,,20190118,215.0,AAPL,100
1822,SMART,265598,,,20190118,217.5,AAPL,100
1823,SMART,265598,,,20190118,220.0,AAPL,100
1824,SMART,265598,,,20190118,222.5,AAPL,100
1825,SMART,265598,,,20190118,225.0,AAPL,100
1826,SMART,265598,,,20190118,227.5,AAPL,100
1827,SMART,265598,,,20190118,230.0,AAPL,100
1828,SMART,265598,,,20190118,232.5,AAPL,100
1829,SMART,265598,,,20190118,235.0,AAPL,100
1830,SMART,265598,,,20190118,237.5,AAPL,100
1831,SMART,265598,,,20190118,240.0,AAPL,100
1832,SMART,265598,,,20190118,242.5,AAPL,100
1833,SMART,265598,,,20190118,245.0,AAPL,100
1834,SMART,265598,,,20190118,247.5,AAPL,100
1835,SMART,265598,,,20190118,250.0,AAPL,100
1836,SMART,265598,,,20190118,252.5,AAPL,100
1837,SMART,265598,,,20190118,255.0,AAPL,100
1838,SMART,265598,,,20190118,257.5,AAPL,100
1839,SMART,265598,,,20190118,260.0,AAPL,100
1840,SMART,265598,,,20190118,262.5,AAPL,100
1841,SMART,265598,,,20190118,265.0,AAPL,100
1842,SMART,265598,,,20190118,267.5,AAPL,100
1843,SMART,265598,,,20190118,270.0,AAPL,100
1844,SMART,265598,,,20190118,275.0,AAPL,100
1845,SMART,265598,,,20190118,280.0,AAPL,100
1846,SMART,265598,,,20190118,285.0,AAPL,100
1847,SMART,265598,,,20190118,290.0,AAPL,100
1848,SMART,265598,,,20190118,295.0,AAPL,100
1849,SMART,265598,,,20190118,300.0,AAPL,100
1850,SMART,265598,,,20190118,305.0,AAPL,100
1851,SMART,265598,,,20190118,310.0,AAPL,100
1852,SMART,265598,,,20190118,315.0,AAPL,100
1853,SMART,265598,,,20190118,320.0,AAPL,100
1854,SMART,265598,,,20190118,325.0,AAPL,100
1855,SMART,265598,,,20190118,330.0,AAPL,100
1856,SMART,265598,,,20190118,335.0,AAPL,100
1857,SMART,265598,,,20190118,340.0,AAPL,100
1858,SMART,265598,,,20190118,345.0,AAPL,100
1859,SMART,265598,,,20190118,350.0,AAPL,100
1860,SMART,265598,,,20190118,355.0,AAPL,100
1861,SMART,265598,,,20190118,360.0,AAPL,100
1862,SMART,265598,,,20190118,365.0,AAPL,100
1863,SMART,265598,,,20190118,370.0,AAPL,100
1864,SMART,265598,,,20190118,375.0,AAPL,100
1865,SMART,265598,,,20190118,380.0,AAPL,100
1866,SMART,265598,,,20190118,385.0,AAPL,100
1867,SMART,265598,,,20190118,390.0,AAPL,100
1868,SMART,265598,,,20190118,395.0,AAPL,100
1869,SMART,265598,,,20190118,400.0,AAPL,100
1870,SMART,265598,,,20190118,405.0,AAPL,100
1871,SMART,265598,,,20190118,410.0,AAPL,100
1872,SMART,265598,,,20190118,415.0,AAPL,100
1873,SMART,265598,,,20190118,420.0,AAPL,100
1874,SMART,265598,,,20190118,425.0,AAPL,100
1875,SMART,265598,,,20181123,2.5,AAPL,100
1876,SMART,265598,,,20181123,5.0,AAPL,100
1877,SMART,265598,,,20181123,7.5,AAPL,100
1878,SMART,265598,,,20181123,10.0,AAPL,100
1879,SMART,265598,,,20181123,12.5,AAPL,100
1880,SMART,265598,,,20181123,15.0,AAPL,100
1881,SMART,265598,,,20181123,17.5,AAPL,100
1882,SMART,265598,,,20181123,20.0,AAPL,100
1883,SMART,265598,,,20181123,22.5,AAPL,100
1884,SMART,265598,,,20181123,25.0,AAPL,100
1885,SMART,265598,,,20181123,30.0,AAPL,100
1886,SMART,265598,,,20181123,35.0,AAPL,100
1887,SMART,265598,,,20181123,40.0,AAPL,100
1888,SMART,265598,,,20181123,42.5,AAPL,100
1889,SMART,265598,,,20181123,45.0,AAPL,100
1890,SMART,265598,,,20181123,47.5,AAPL,100
1891,SMART,265598,,,20181123,50.0,AAPL,100
1892,SMART,265598,,,20181123,55.0,AAPL,100
1893,SMART,265598,,,20181123,60.0,AAPL,100
1894,SMART,265598,,,20181123,65.0,AAPL,100
1895,SMART,265598,,,20181123,70.0,AAPL,100
1896,SMART,265598,,,20181123,75.0,AAPL,100
1897,SMART,265598,,,20181123,80.0,AAPL,100
1898,SMART,265598,,,20181123,85.0,AAPL,100
1899,SMART,265598,,,20181123,90.0,AAPL,100
1900,SMART,265598,,,20181123,95.0,AAPL,100
1901,SMART,265598,,,20181123,97.5,AAPL,100
1902,SMART,265598,,,20181123,100.0,AAPL,100
1903,SMART,265598,,,20181123,105.0,AAPL,100
1904,SMART,265598,,,20181123,110.0,AAPL,100
1905,SMART,265598,,,20181123,115.0,AAPL,100
1906,SMART,265598,,,20181123,120.0,AAPL,100
1907,SMART,265598,,,20181123,125.0,AAPL,100
1908,SMART,265598,,,20181123,130.0,AAPL,100
1909,SMART,265598,,,20181123,135.0,AAPL,100
1910,SMART,265598,,,20181123,140.0,AAPL,100
1911,SMART,265598,,,20181123,141.0,AAPL,100
1912,SMART,265598,,,20181123,142.0,AAPL,100
1913,SMART,265598,,,20181123,143.0,AAPL,100
1914,SMART,265598,,,20181123,144.0,AAPL,100
1915,SMART,265598,,,20181123,145.0,AAPL,100
1916,SMART,265598,,,20181123,146.0,AAPL,100
1917,SMART,265598,,,20181123,147.0,AAPL,100
1918,SMART,265598,,,20181123,148.0,AAPL,100
1919,SMART,265598,,,20181123,149.0,AAPL,100
1920,SMART,265598,,,20181123,150.0,AAPL,100
1921,SMART,265598,,,20181123,152.5,AAPL,100
1922,SMART,265598,,,20181123,155.0,AAPL,100
1923,SMART,265598,,,20181123,157.5,AAPL,100
1924,SMART,265598,,,20181123,160.0,AAPL,100
1925,SMART,265598,,,20181123,162.5,AAPL,100
1926,SMART,265598,,,20181123,165.0,AAPL,100
1927,SMART,265598,,,20181123,167.5,AAPL,100
1928,SMART,265598,,,20181123,170.0,AAPL,100
1929,SMART,265598,,,20181123,172.5,AAPL,100
1930,SMART,265598,,,20181123,175.0,AAPL,100
1931,SMART,265598,,,20181123,177.5,AAPL,100
1932,SMART,265598,,,20181123,180.0,AAPL,100
1933,SMART,265598,,,20181123,182.5,AAPL,100
1934,SMART,265598,,,20181123,185.0,AAPL,100
1935,SMART,265598,,,20181123,187.5,AAPL,100
1936,SMART,265598,,,20181123,190.0,AAPL,100
1937,SMART,265598,,,20181123,192.5,AAPL,100
1938,SMART,265598,,,20181123,195.0,AAPL,100
1939,SMART,265598,,,20181123,197.5,AAPL,100
1940,SMART,265598,,,20181123,200.0,AAPL,100
1941,SMART,265598,,,20181123,202.5,AAPL,100
1942,SMART,265598,,,20181123,205.0,AAPL,100
1943,SMART,265598,,,20181123,207.5,AAPL,100
1944,SMART,265598,,,20181123,210.0,AAPL,100
1945,SMART,265598,,,20181123,212.5,AAPL,100
1946,SMART,265598,,,20181123,215.0,AAPL,100
1947,SMART,265598,,,20181123,217.5,AAPL,100
1948,SMART,265598,,,20181123,220.0,AAPL,100
1949,SMART,265598,,,20181123,222.5,AAPL,100
1950,SMART,265598,,,20181123,225.0,AAPL,100
1951,SMART,265598,,,20181123,227.5,AAPL,100
1952,SMART,265598,,,20181123,230.0,AAPL,100
1953,SMART,265598,,,20181123,232.5,AAPL,100
1954,SMART,265598,,,20181123,235.0,AAPL,100
1955,SMART,265598,,,20181123,237.5,AAPL,100
1956,SMART,265598,,,20181123,240.0,AAPL,100
1957,SMART,265598,,,20181123,242.5,AAPL,100
1958,SMART,265598,,,20181123,245.0,AAPL,100
1959,SMART,265598,,,20181123,247.5,AAPL,100
1960,SMART,265598,,,20181123,250.0,AAPL,100
1961,SMART,265598,,,20181123,252.5,AAPL,100
1962,SMART,265598,,,20181123,255.0,AAPL,100
1963,SMART,265598,,,20181123,257.5,AAPL,100
1964,SMART,265598,,,20181123,260.0,AAPL,100
1965,SMART,265598,,,20181123,262.5,AAPL,100
1966,SMART,265598,,,20181123,265.0,AAPL,100
1967,SMART,265598,,,20181123,267.5,AAPL,100
1968,SMART,265598,,,20181123,270.0,AAPL,100
1969,SMART,265598,,,20181123,275.0,AAPL,100
1970,SMART,265598,,,20181123,280.0,AAPL,100
1971,SMART,265598,,,20181123,285.0,AAPL,100
1972,SMART,265598,,,20181123,290.0,AAPL,100
1973,SMART,265598,,,20181123,295.0,AAPL,100
1974,SMART,265598,,,20181123,300.0,AAPL,100
1975,SMART,265598,,,20181123,305.0,AAPL,100
1976,SMART,265598,,,20181123,310.0,AAPL,100
1977,SMART,265598,,,20181123,315.0,AAPL,100
1978,SMART,265598,,,20181123,320.0,AAPL,100
1979,SMART,265598,,,20181123,325.0,AAPL,100
1980,SMART,265598,,,20181123,330.0,AAPL,100
1981,SMART,265598,,,20181123,335.0,AAPL,100
1982,SMART,265598,,,20181123,340.0,AAPL,100
1983,SMART,265598,,,20181123,345.0,AAPL,100
1984,SMART,265598,,,20181123,350.0,AAPL,100
1985,SMART,265598,,,20181123,355.0,AAPL,100
1986,SMART,265598,,,20181123,360.0,AAPL,100
1987,SMART,265598,,,20181123,365.0,AAPL,100
1988,SMART,265598,,,20181123,370.0,AAPL,100
1989,SMART,265598,,,20181123,375.0,AAPL,100
1990,SMART,265598,,,20181123,380.0,AAPL,100
1991,SMART,265598,,,20181123,385.0,AAPL,100
1992,SMART,265598,,,20181123,390.0,AAPL,100
1993,SMART,265598,,,20181123,395.0,AAPL,100
1994,SMART,265598,,,20181123,400.0,AAPL,100
1995,SMART,265598,,,20181123,405.0,AAPL,100
1996,SMART,265598,,,20181123,410.0,AAPL,100
1997,SMART,265598,,,20181123,415.0,AAPL,100
1998,SMART,265598,,,20181123,420.0,AAPL,100
1999,SMART,265598,,,20181123,425.0,AAPL,100
